index,id,title,genres,overview,release_date,credits,poster_path
15802,13509,The Monster Squad,Comedy Action Fantasy,Count Dracula adjourns to Earth accompanied by Frankenstein's Monster the Wolfman the Mummy and the Gillman. The uglies are in search of a powerful amulet that will grant them power to rule the world. Our heroes - the Monster Squad are the only ones daring to stand in their way.,1987-08-14,AndréGower RobbyKiger StephenMacht DuncanRegehr TomNoonan,/8EVuqCcqFzQvc7X8E3fx3w4B5Td.jpg
15811,50780,The Beaver,Drama,Suffering from a severe case of depression toy company CEO Walter Black begins using a beaver hand puppet to help him open up to his family. With his father seemingly going insane adolescent son Porter pushes for his parents to get a divorce.,2011-05-05,MelGibson JodieFoster JenniferLawrence AntonYelchin ZacharyBooth,/nlaWgS7iIb6MG3t0FitV1xdPqIV.jpg
15820,340022,Gringo,Comedy Action Crime,An American businessman with a stake in a pharmaceutical company that's about to go public finds his life is thrown into turmoil by an incident in Mexico.,2018-03-08,DavidOyelowo JoelEdgerton CharlizeTheron AmandaSeyfried SharltoCopley,/dxeVPklFwng2IowqRPNI4od6aXv.jpg
15824,455,Bend It Like Beckham,Comedy Drama Romance,Jess Bhamra the daughter of a strict Indian couple in London is not permitted to play organized soccer even though she is 18. When Jess is playing for fun one day her impressive skills are seen by Jules Paxton who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach Joe.,2002-04-11,ParminderNagra KeiraKnightley JonathanRhysMeyers AnupamKher ShaheenKhan,/6F2tFbxgqcSIMK5WOZfwoHXaROc.jpg
15825,546,Transamerica,Drama,Bree is about to get a sex reassignment surgery that will finally allow her to actually be what she’s already been in her mind for a long time: a transitioned woman. Yet before this happens she suddenly runs into her son who ends up coming for the trip across the United States.,2005-12-23,FelicityHuffman KevinZegers FionnulaFlanagan BurtYoung CarriePreston,/s1ctu6p0nYJ29OqOEIGrIMRYQIu.jpg
15826,674944,The Occupant,Thriller Drama,An unemployed executive is forced to sell his apartment. When he discovers that he still has the keys he becomes obsessed with the family that now lives there and decides to recover the life he has lost at any price.,2020-03-25,JavierGutiérrez MarioCasas BrunaCusí RuthDíaz IrisVallésTorres,/pNM2VmqS2FBL92EJ0fUPLgoij8x.jpg
15827,252178,'71,Thriller Action Drama War,A young British soldier must find his way back to safety after his unit accidentally abandons him during a riot in the streets of Belfast.,2014-10-10,JackO'Connell SeanHarris PaulAnderson SamReid SamHazeldine,/xjorsS84euahsmGlnEEeE3LFSVZ.jpg
15837,408033,Tamara,Comedy,"Tamara 15 complexed with her curves decided its entry into second to get rid of the label of ""big"". To shut up the gossip she made a bet with her best friend to go out with the first boy who pass the classroom door. No luck the boy turns out to be Diego the most handsome guy of high school. The bet is complicated for Tamara .... Between the dirty tricks of bitches of high school a mother hen boards ""drag"" his little sister Tamara is a memorable year!",2016-10-26,HéloïseMartin SylvieTestud RayaneBensetti CyrilGueï InaCastagnetti,/gA4kwNm86Up2dCa789NaIoQaduM.jpg
15851,151368,Open Windows,Thriller Action Crime,Nick is excited to discover that he's won a dinner date with his favorite actress Jill Goddard. But when Jill refuses to honor the contest he receives an offer he can't refuse: the ability to view Jill secretly via computer. Nick begins watching the unknowing star on her webcam not realizing that this decision will put both himself and Jill at risk as they enter a terrifying world of cat-and-mouse where nothing-and no one-are as they seem.,2014-07-04,ElijahWood SashaGrey NeilMaskell IvánGonzález JaimeOlías,/6BWNf7pztCW8Xax0OS5fc2QG7xw.jpg
15854,402897,The Death of Stalin,Comedy Drama History,When dictator Joseph Stalin dies his parasitic cronies square off in a frantic power struggle to become the next Soviet leader. As they bumble brawl and back-stab their way to the top the question remains — just who is running the government?,2017-10-20,SteveBuscemi SimonRussellBeale JeffreyTambor MichaelPalin PaulChahidi,/xAKqG5SpsHU7vI6Fh4UYxFrDDZZ.jpg
15856,116979,Chained,Horror Thriller Crime,A serial killer kidnaps a young boy after murdering his mother then raises him to be his accomplice. After years in captivity the boy must choose between escaping or following in his captor's bloody footprints.,2012-10-02,VincentD'Onofrio EamonFarren EvanBird JuliaOrmond ConorLeslie,/4A7t5QmUN0joSZMOSUtbFOrbsTU.jpg
15863,1716,The Last Metro,Drama Romance War,In occupied Paris an actress married to a Jewish theater owner must keep him hidden from the Nazis while doing both of their jobs.,1980-09-17,CatherineDeneuve GérardDepardieu HeinzBennent JeanPoiret AndréaFerréol,/ms2OJGHXCaFPd6JfPT8McxeVJnW.jpg
15864,39939,Super Troopers,Comedy Crime Mystery,Five bored occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring they plan to make a bust but a rival police force is out to steal the glory.,2001-02-15,JayChandrasekhar SteveLemme KevinHeffernan PaulSoter BrianCox,/7aatn3TWAVo9a2OJyQTuYpoB48G.jpg
15871,10710,Envy,Comedy,A man becomes increasingly jealous of his friend's newfound success.,2004-04-30,BenStiller JackBlack RachelWeisz ChristopherWalken AmyPoehler,/RMaKg5mVnGVI0z3SvIgS7hYPUt.jpg
15881,638965,Mandibles,Comedy Fantasy,Two simple-minded friends discover a giant fly in the trunk of a car and decide to domesticate it to earn money with it.,2020-09-16,GrégoireLudig DavidMarsais AdèleExarchopoulos IndiaHair BrunoLochet,/pdizbiLiOiV8ysYknz79VMitsfU.jpg
15884,310569,The Second Mother,Drama,After leaving her daughter Jessica in a small town in Pernambuco to be raised by relatives Val spends the next 13 years working as a nanny to Fabinho in São Paulo. She has financial stability but has to live with the guilt of having not raised Jessica herself. As Fabinho’s university entrance exams approach Jessica reappears in her life and seems to want to give her mother a second chance. However Jessica has not been raised to be a servant and her very existence will turn Val’s routine on its head. With precision and humour the subtle and powerful forces that keep rigid class structures in place and how the youth may just be the ones to shake it all up.,2015-06-04,ReginaCasé CamilaMárdila KarineTeles LourençoMutarelli MichelJoelsas,/9VverEpwOolwWa5lnm9BrfhoG2V.jpg
15885,9950,Find Me Guilty,Comedy Crime Drama,Based on the true story of Jack DiNorscio a mobster who defended himself in court for what would be the longest mafia trial in U.S. history.,2006-03-16,VinDiesel AlexRocco RonSilver PeterDinklage LinusRoache,/8M0dkX7jOor7exKor1txoUl9Ynu.jpg
15887,327,Brother,Crime Drama Thriller,A Japanese Yakuza gangster’s deadly existence in his homeland gets him exiled to Los Angeles where he is taken in by his little brother and his brother’s gang.,2000-12-13,TakeshiKitano OmarEpps ClaudeMaki SusumuTerajima MasayaKato,/rjgNhmndEKCPiIxK14bTr2FiwYR.jpg
15894,209276,Starred Up,Drama,19-year-old Eric arrogant and ultra-violent is prematurely transferred to the same adult prison facility as his estranged father. As his explosive temper quickly finds him enemies in both prison authorities and fellow inmates — and his already volatile relationship with his father is pushed past breaking point — Eric is approached by a volunteer psychotherapist who runs an anger management group for prisoners. Torn between gang politics prison corruption and a glimmer of something better Eric finds himself in a fight for his own life unsure if his own father is there to protect him or join in punishing him.,2014-03-21,JackO'Connell BenMendelsohn RupertFriend DavidAjala PeterFerdinando,/e1DRGfyRxYQclvJOJiXwAw5gDg2.jpg
15906,487476,Nothing to Hide,Drama Comedy,To spice up a dinner party old friends agree to share every private message that pops up on their phones -- with disastrous results.,2018-10-17,BéréniceBejo StéphaneDeGroodt SuzanneClément RoschdyZem DoriaTillier,/xGCN6PLWaxlRzNoie3WEnnoxlGK.jpg
15914,246860,Clouds of Sils Maria,Drama,A veteran actress comes face-to-face with an uncomfortable reflection of herself when she agrees to take part in a revival of the play that launched her career 20 years earlier.,2014-08-20,JulietteBinoche KristenStewart ChloëGraceMoretz LarsEidinger JohnnyFlynn,/t4VqcbekrRXChijmdDPnviTZDlr.jpg
15915,632,Stalag 17,Comedy Thriller War,It's a dreary Christmas 1944 for the American POWs in Stalag 17 and the men in Barracks 4 all sergeants have to deal with a grave problem—there seems to be a security leak.,1953-05-29,WilliamHolden DonTaylor OttoPreminger RobertStrauss HarveyLembeck,/lfve9FDKjT7JPbWI9NCs5340F79.jpg
15916,13156,Secondhand Lions,Family Comedy,The comedic adventures of an introverted boy left on the doorstep of a pair of reluctant eccentric great-uncles whose exotic remembrances stir the boy's spirit and re-ignite the men's lives.,2003-09-19,MichaelCaine RobertDuvall HaleyJoelOsment JoshLucas KyraSedgwick,/oCndvwDmrsS0KzJEEDpqIoGFFGE.jpg
15924,4024,Last Year at Marienbad,Drama Romance,In a strange and isolated chateau a man becomes acquainted with a woman and insists that they have met before.,1961-05-25,DelphineSeyrig GiorgioAlbertazzi SachaPitoëff FrançoiseBertin LuceGarcia,/tizZ7JnXRFMvoNegu2CtM2ab9E7.jpg
15928,11446,Welcome to the Dollhouse,Comedy Drama,An unattractive 7th grader struggles to cope with suburban life as the middle child with inattentive parents and bullies at school.,1996-05-24,HeatherMatarazzo VictoriaDavis ChristinaBrucato ChristinaVidal SiriHoward,/yrbj1UCLH0oNqWuR9NHuNEdtDF8.jpg
15932,519106,The Trouble with You,Comedy Drama Romance Crime,Detective Yvonne is the widow of police chief Santi a local hero in a town on the French Riviera. When she learns he was in fact a crooked cop she tries to right his wrongs. Crossing paths with Antoine a victim of Santi sets off a series of wild events.,2018-10-06,AdèleHaenel PioMarmaï AudreyTautou DamienBonnard VincentElbaz,/n8MFhzVkIYhsZYFgzJNnl2wDxmi.jpg
15933,6037,Murder by Death,Comedy Crime Mystery Thriller,Lionel Twain invites the world's five greatest detectives to a 'dinner and murder'. Included are a blind butler a deaf-mute maid screams spinning rooms secret passages false identities and more plot turns and twists than are decently allowed.,1976-06-23,AlecGuinness DavidNiven MaggieSmith PeterSellers PeterFalk,/9HlvA3JUn0yuUvWUXJTfMJB1Vge.jpg
15936,11184,Kinsey,Drama,Kinsey is a portrait of researcher Alfred Kinsey driven to uncover the most private secrets of a nation. What begins for Kinsey as a scientific endeavor soon takes on an intensely personal relevance ultimately becoming an unexpected journey into the mystery of human behavior.,2004-09-04,LiamNeeson LauraLinney ChrisO'Donnell PeterSarsgaard TimothyHutton,/cODCjWNRcZkwe4ONQs1GzRqYtRb.jpg
15942,9026,The Importance of Being Earnest,Comedy Drama History Romance,"Two young gentlemen living in 1890s England use the same pseudonym (""Ernest"") on the sly which is fine until they both fall in love with women using that name which leads to a comedy of mistaken identities...",2002-05-17,RupertEverett ColinFirth ReeseWitherspoon JudiDench TomWilkinson,/5GAXuGw1EijfgmlZJgUEOOdV4Za.jpg
15943,159121,Paulette,Crime Comedy,Paulette lives alone in a housing project in the Paris suburbs. With her meager pension she can no longer make ends meet.,2012-10-04,BernadetteLafont CarmenMaura DominiqueLavanant FrançoiseBertin AndréPenvern,/vrOmk9UVy5MW1fMpwVAMMlmCdWk.jpg
15948,15764,Sophie's Choice,Drama Romance War,Stingo a young writer moves to Brooklyn in 1947 to begin work on his first novel. As he becomes friendly with Sophie and her lover Nathan he learns that she is a Holocaust survivor. Flashbacks reveal her harrowing story from pre-war prosperity to Auschwitz. In the present Sophie and Nathan's relationship increasingly unravels as Stingo grows closer to Sophie and Nathan's fragile mental state becomes ever more apparent.,1982-12-08,MerylStreep KevinKline PeterMacNicol RitaKarin JoshMostel,/6zayvLCWvF8ImK5UqwRUbETcpVU.jpg
15950,1554,Down by Law,Crime Drama Comedy,A disc jockey a pimp and an Italian tourist escape from jail in New Orleans.,1986-09-20,TomWaits JohnLurie RobertoBenigni EllenBarkin BillieNeal,/4IyxoUQ7BB5kcSd7gASe2dTyWu7.jpg
15972,307,"Rome, Open City",Drama History War,During the Nazi occupation of Rome in 1944 the leader of the Resistance is chased by the Nazis as he seeks refuge and a way to escape.,1945-10-08,AldoFabrizi AnnaMagnani MarcelloPagliero FrancescoGrandjacquet HarryFeist,/ijGV4v8JxgbNzgEhqKdzHdaZn8a.jpg
15973,24653,The Consequences of Love,Drama Thriller,Lugano Switzerland. Titta Di Girolamo is a discreet and sullen man who has been living for almost a decade in a modest hotel room a prisoner of an atrocious routine apparently without purpose. His past is a mystery nobody knows what he does for a living he answers indiscreet questions evasively. What secrets does this enigmatic man hide?,2004-09-24,ToniServillo OliviaMagnani AdrianoGiannini AntonioBallerio GiannaPaolaScaffidi,/2ubdrvMHcRTFzkUdmSIuvupLqRS.jpg
